Website,Header,JavaScript files,# of JS files
https://apple.com,"{'Server': 'Apache', 'Content-Type': 'text/html; charset=UTF-8', 'Set-Cookie': 'geo=PR; path=/; domain=.apple.com, ccl=6oBzDWWDZfbeU8omuVWM3xDJhFNjz6hIU+EYBSHQvbiRR63C1RU3WI9ZWP8d85F9ZGmYnAtcFJFvSWz20AXoyjjMlTGAz5oRiXO7TtdYSLQ=; path=/; domain=.apple.com', 'X-Frame-Options': 'SAMEORIGIN', 'Strict-Transport-Security': 'max-age=31536000; includeSubDomains', 'X-Content-Type-Options': 'nosniff', 'X-Xss-Protection': '1; mode=block', 'Vary': 'Accept-Encoding', 'Content-Encoding': 'gzip', 'Cache-Control': 'max-age=0', 'Expires': 'Wed, 02 Sep 2020 00:01:16 GMT', 'Date': 'Wed, 02 Sep 2020 00:01:16 GMT', 'Content-Length': '10154', 'Connection': 'keep-alive'}","['/metrics/target/scripts/1.0/at.js', '/v/home/l/built/scripts/head.built.js', '/ac/globalnav/6/en_US/scripts/ac-globalnav.built.js', '/metrics/ac-analytics/2.10.0/scripts/ac-analytics.js', '/ac/globalfooter/6/en_US/scripts/ac-globalfooter.built.js', '/ac/localeswitcher/3/en_US/scripts/localeswitcher.built.js', '/v/home/l/built/scripts/main.built.js', '/ac/ac-films/6.5.0/scripts/autofilms.built.js', '/metrics/data-relay/1.1.4/scripts/data-relay.js', '/metrics/data-relay/1.1.4/scripts/auto-relay.js']",10
