Website,Header,JavaScript files,# of JS files
https://usatoday.com,"{'Connection': 'keep-alive', 'Content-Length': '44728', 'Content-Type': 'text/html; charset=utf-8', 'etag': 'W/""2445c-Tf8+ZZurXV6NMxJengnhhKvCKc0""', 'Strict-Transport-Security': 'max-age=15768000; includeSubDomains', 'Content-Security-Policy': ""upgrade-insecure-requests; frame-ancestors 'none'"", 'X-Content-Type-Options': 'nosniff', 'X-Frame-Options': 'deny', 'X-XSS-Protection': '1; mode=block', 'Feature-Policy': ""camera 'none'; display-capture 'none'; geolocation 'none'; microphone 'none'; payment 'none'; usb 'none'"", 'Referrer-Policy': 'strict-origin-when-cross-origin', 'Cross-Origin-Opener-Policy': 'same-origin', 'Content-Encoding': 'gzip', 'Accept-Ranges': 'bytes', 'Date': 'Fri, 11 Sep 2020 20:05:33 GMT', 'Age': '61', 'Set-Cookie': 'gnt_ub=85; domain=.usatoday.com; path=/; expires=Sat, 11 Sep 2021 20:05:33 GMT;, gnt_sb=17; domain=.usatoday.com; path=/; expires=Sat, 11 Sep 2021 20:05:33 GMT;', 'X-Cache': 'HIT, HIT', 'X-Timer': 'S1599854733.407788,VS0,VE3', 'Vary': 'X-AbVariant, X-AltUrl, Accept-Encoding'}","['https://beacon.krxd.net/optout_check?callback=Krux.ns.gannett.kxjsonp_optOutCheck', 'https://cdn.krxd.net/userdata/get?pub=e88225a2-3b7b-45e3-9cc2-a3130b91f0db&technographics=1&callback=Krux.ns.gannett.kxjsonp_userdata', 'https://beacon.krxd.net/optout_check?callback=Krux.ns.gannett.kxjsonp_optOutCheck', 'https://consumer.krxd.net/consent/get/e88225a2-3b7b-45e3-9cc2-a3130b91f0db?idt=device&dt=kxcookie&callback=Krux.ns.gannett.kxjsonp_consent_get_0', 'https://cdn.taboola.com/libtrc/feed-card-placeholder.20200909-3-RELEASE.es6.js', 'https://cdn.taboola.com/libtrc/userx.20200909-3-RELEASE.es6.js', 'https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101', 'https://sb.scorecardresearch.com/beacon.js', '//cdn.krxd.net/ctjs/controltag.js.840d44399e357e7da3f94ce724fcd35c', 'https://static.criteo.net/js/ld/publishertag.prebid.js', 'https://10870841.collect.igodigital.com/collect.js', 'https://connect.facebook.net/signals/config/1613278598987210?v=2.9.24&r=stable', 'https://connect.facebook.net/en_US/fbevents.js', 'https://resources.xg4ken.com/js/v2/ktag.js?tid=KT‐N2B92‐3EB', 'https://b-code.liadm.com/a-01aa.min.js', 'https://sb.scorecardresearch.com/beacon.js', 'https://z-na.associates-amazon.com/onetag/v2?MarketPlace=US&instanceId=d987ab8b-f962-42cf-a0eb-81c187032d94', '//cdn.parsely.com/keys/usatoday.com/p.js', '//cdn.krxd.net/controltag/suual7uwr.js', 'https://cdn.taboola.com/libtrc/impl.20200909-3-RELEASE.js', '//widget.perfectmarket.com/usatodaydemo/load.js', 'https://sb.scorecardresearch.com/beacon.js', 'https://sb.scorecardresearch.com/beacon.js', '//nr-events.taboola.com/newsroom/1.0/usatodaydemo/get-action?page.url=https%3A%2F%2Fwww.usatoday.com%2F&view.id=388657679415543186&page.template=home&page.dashboard=home', '//confiant-integrations.global.ssl.fastly.net/gpt_v3l/202009091623/wrap.js', 'https://geolocation.onetrust.com/cookieconsentpub/v1/geo/location/gnt.otgc', 'https://securepubads.g.doubleclick.net/tag/js/gpt.js', '/tangstatic/js/pbjsandwich-q1a2z32d5cab1e.min.js', 'https://c.amazon-adsystem.com/aax2/apstag.js', 'https://js-sec.indexww.com/ht/p/184808-89514051626416.js', 'https://static.adsafeprotected.com/iasPET.1.js', 'https://confiant-integrations.global.ssl.fastly.net/r5TdgVvkbv-PeaJCKaQfCh5Xsto/gpt_and_prebid_v3l/config.js', 'https://c2.taboola.com/nr/usatodaydemo/newsroom.js', 'https://static.scroll.com/js/scroll-smart.js', 'https://www.gannett-cdn.com/dcjs/prod/main.js', 'https://securepubads.g.doubleclick.net/gpt/pubads_impl_2020090301.js?21067401', 'https://static.adsafeprotected.com/iasADX.js', 'https://cdn.taboola.com/libtrc/usatodaydemo/loader.js', 'https://news.google.com/swg/js/v1/swg.js', '//www.googleadservices.com/pagead/conversion_async.js', 'https://www.google-analytics.com/analytics.js', '//widget.perfectmarket.com/usatodaydemo/pmk-202002191.13.js', 'https://adservice.google.com.pr/adsid/integrator.js?domain=www.usatoday.com', 'https://adservice.google.com/adsid/integrator.js?domain=www.usatoday.com', 'https://b-code.liadm.com/sync-container.js', 'https://googleads.g.doubleclick.net/pagead/viewthroughconversion/994302621/?random=1599854716252&cv=9&fst=1599854716252&num=1&guid=ON&resp=GooglemKTybQhCsO&u_h=900&u_w=1600&u_ah=860&u_aw=1600&u_cd=24&u_his=2&u_tz=-240&u_java=false&u_nplug=3&u_nmime=4&sendb=1&ig=1&frm=0&url=https%3A%2F%2Fwww.usatoday.com%2F&tiba=USA%20TODAY%3A%20Latest%20World%20and%20US%20News%20-%20USATODAY.com&hn=www.googleadservices.com&us_privacy=1---&async=1&rfmt=3&fmt=4', '//vidstat.taboola.com/lite-unit/2.2.1/UnitFeedManagerDesktop.min.js', '//15.taboola.com/tb?oid=15&pubnm=usatodaydemo&unitType=244&tbloc=&pageType=home&pstn=Homepage%20Feed%20-%20Feed%20Redesign&uuip=Feed%20-%20Homepage%20Feed%20-%20Feed%20Redesign&cisrf=&cirf=https%3A%2F%2Fwww.usatoday.com%2F&encoded=1&uid=1dcf9cb3-455e-4017-ab49-61d75e748e21-tuct6555dfa&variant=543296|143&callback=TRC.videoTagCallbacks.videoCallback1&cb=1599854716930&tagid=&cntry=PR&platform=1&normp=1&sesid=50e8040d606828bfa939d91511f7f69c&itemid=/&viewid=1599854714486&geolat=&geoing=&deviceifa=&appid=&sd=v2_50e8040d606828bfa939d91511f7f69c_1dcf9cb3-455e-4017-ab49-61d75e748e21-tuct6555dfa_1599854715_1599854715_CIi3jgYQkAkY9ryW9scuIAEoBDCxATiD3AxQ____________AVgAYABojo6azK6cso_RAQ&ri=4b1fd8769e78b0e5da0e0ac42427780e&appname=&cdb=&gdprApplies=&rid=&sii=7846795646874050930&oee=true&tpubid=1168&uis=4&fagg=1&ccpaDns=false&ccpaPrivacy=1---&region=UNKNOWN&hasGDPRConsent=true&tcfVersion=&cmpStatus=', '/tangstatic/js/main-q1a2z38b0db87c.min.js']",49
